memory_percent,proc.memory.percent,cpu,proc.cpu.threads,disk./.usagePercent,disk./.usageGB,disk.nvme0n1p2.in,disk.nvme0n1p2.out,network.sent,network.recv,proc.memory.availableMB,proc.memory.rssMB,_timestamp,gpu.0.gpu,gpu.0.memory,gpu.0.memoryAllocated,gpu.0.memoryAllocatedBytes,gpu.0.temp,gpu.0.powerWatts,gpu.0.enforcedPowerLimitWatts,gpu.0.powerPercent,gpu.0.smClock,gpu.0.memoryClock,gpu.0.correctedMemoryErrors,gpu.0.uncorrectedMemoryErrors,gpu.0.fanSpeed,gpu.1.gpu,gpu.1.memory,gpu.1.memoryAllocated,gpu.1.memoryAllocatedBytes,gpu.1.temp,gpu.1.powerWatts,gpu.1.enforcedPowerLimitWatts,gpu.1.powerPercent,gpu.1.smClock,gpu.1.memoryClock,gpu.1.correctedMemoryErrors,gpu.1.uncorrectedMemoryErrors,gpu.1.fanSpeed
5.510925103579095,1.2174268922586322,2.211463242574973,71,90.59234982661854,1612.8394622802734,330.62109375,336.20703125,21726410.0,61642467.0,486177.12109375,6264.05859375,1787149459.3091514,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149474.3089223,100.0,100,86.79764152991231,41928294400,89.0,278.919,300.0,92.973,1590,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.122,300.0,10.374,210,405,0,0,30
5.523546539538958,1.2174268922586322,2.2110677426759593,71,90.59235475481825,1612.8395500183105,333.85546875,336.921875,21819818.0,61875724.0,486112.1796875,6264.05859375,1787149474.3096645,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149489.3078012,100.0,65,86.79764152991231,41928294400,89.0,290.891,300.0,96.96366666666667,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.64,300.0,8.213333333333333,210,405,0,0,30
5.519165287994635,1.2174268922586322,2.210649102915067,71,90.59235925447884,1612.8396301269531,335.9140625,337.5390625,21915794.0,62104763.0,486134.72265625,6264.05859375,1787149489.3089187,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149504.3081632,100.0,75,86.79764152991231,41928294400,89.0,290.287,300.0,96.76233333333333,1605,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.954,300.0,7.984666666666667,210,405,0,0,30
5.513462296901072,1.2174268922586322,2.210232997561062,71,90.5923616114439,1612.839672088623,338.1484375,338.1875,21958787.0,62258622.0,486164.06640625,6264.05859375,1787149504.3105078,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149519.3078055,100.0,71,86.79764152991231,41928294400,89.0,288.201,300.0,96.06700000000001,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.25,300.0,7.75,210,405,0,0,30
5.4993270478101435,1.2174268922586322,2.2098519427928394,71,90.59236632537406,1612.839756011963,340.30078125,338.8671875,22054535.0,62638121.0,486236.796875,6264.05859375,1787149519.3092806,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149534.308272,100.0,72,86.79764152991231,41928294400,89.0,292.003,300.0,97.33433333333333,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,22.909,300.0,7.636333333333332,210,405,0,0,30
5.5055850024938815,1.2174268922586322,2.209447771772038,71,90.59236675391315,1612.8397636413574,342.32421875,343.01953125,22092616.0,62806598.0,486204.59765625,6264.05859375,1787149534.311859,,,,,,,,,,,,,,,,,,,,,,,,,,
5.505062683820776,1.2174268922586322,2.2090723458781563,71,90.59237211065197,1612.839859008789,345.02734375,343.7578125,22200665.0,63052537.0,486207.28515625,6264.05859375,1787149549.3103578,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149549.3131227,95.0,69,86.79764152991231,41928294400,89.0,287.754,300.0,95.918,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.851,300.0,7.617,210,405,0,0,30
,,,,,,,,,,,,1787149564.307911,100.0,68,86.79764152991231,41928294400,89.0,286.661,300.0,95.55366666666667,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,22.899,300.0,7.633000000000001,210,405,0,0,30
5.513924640028865,1.2174268922586322,2.208663691357755,71,90.59237253919108,1612.8398666381836,347.17578125,344.2109375,22239172.0,63198720.0,486161.6875,6264.05859375,1787149564.3100069,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149579.3079734,100.0,71,86.79764152991231,41928294400,89.0,293.646,300.0,97.882,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,23.35,300.0,7.783333333333334,210,405,0,0,30
5.5076871833163095,1.2174268922586322,2.2083044603966715,71,90.59237768166032,1612.839958190918,349.4921875,345.12890625,22335015.0,63434584.0,486193.78125,6264.05859375,1787149579.3089342,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149594.3087587,100.0,60,86.79764152991231,41928294400,89.0,286.079,300.0,95.35966666666667,1650,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,22.947,300.0,7.649,210,405,0,0,30
5.50387228312393,1.2174268922586322,2.2079016533392193,71,90.59238260986001,1612.840045928955,350.91015625,345.66015625,22478129.0,63731780.0,486213.41015625,6264.05859375,1787149594.3099587,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149609.3076346,100.0,100,86.79764152991231,41928294400,89.0,281.698,300.0,93.89933333333332,1545,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.69,300.0,8.23,210,405,0,0,30
5.517603646264143,1.2174268922586322,2.2075373840729555,71,90.59238303839912,1612.8400535583496,353.1875,346.41015625,22522827.0,63886433.0,486142.7578125,6264.05859375,1787149609.310699,,,,,,,,,,,,,,,,,,,,,,,,,,
5.511013928120888,1.2174268922586322,2.2071455438163174,71,90.59238818086837,1612.840145111084,355.43359375,347.0703125,22632500.0,64140350.0,486176.6640625,6264.05859375,1787149624.3102052,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149624.3099155,100.0,75,86.79764152991231,41928294400,89.0,290.17,300.0,96.72333333333334,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,30.943,300.0,10.314333333333334,210,405,0,0,30
,,,,,,,,,,,,1787149639.308148,100.0,79,86.79764152991231,41928294400,88.0,282.764,300.0,94.25466666666668,1830,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,30.716,300.0,10.238666666666667,210,405,0,0,30
5.542055448333031,1.2174268922586322,2.206751337425008,71,90.59238860940746,1612.8401527404785,357.83984375,347.66796875,22669993.0,64285495.0,486016.9453125,6264.05859375,1787149639.30881,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149654.3079202,100.0,72,86.79764152991231,41928294400,89.0,286.57,300.0,95.52333333333333,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.766,300.0,7.922,210,405,0,0,30
5.508642996120729,1.2174268922586322,2.2063955615824704,71,90.59239332333762,1612.8402366638184,359.53125,348.45703125,22782255.0,64523582.0,486188.86328125,6264.05859375,1787149654.3114338,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149669.3075523,100.0,73,86.79764152991231,41928294400,89.0,289.097,300.0,96.36566666666666,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.245,300.0,8.081666666666667,210,405,0,0,30
5.503156372500763,1.2174268922586322,2.206007217710871,71,90.5923982515373,1612.8403244018555,361.81640625,349.05078125,22877183.0,64768435.0,486217.09375,6264.05859375,1787149669.3098772,,,,,,,,,,,,,,,,,,,,,,,,,,
5.4950877636958655,1.2174268922586322,2.2056569531095724,71,90.59239889434598,1612.8403358459473,364.00390625,349.6484375,22916776.0,64929505.0,486258.609375,6264.05859375,1787149684.3084128,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149684.3084328,95.0,71,86.79764152991231,41928294400,89.0,286.211,300.0,95.40366666666668,1545,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.539,300.0,7.846333333333335,210,405,0,0,30
,,,,,,,,,,,,1787149699.3084254,100.0,68,86.79764152991231,41928294400,88.0,289.063,300.0,96.35433333333333,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.005,300.0,7.668333333333333,210,405,0,0,30
5.501856649290941,1.2174268922586322,2.2052885405680773,71,90.59240382254566,1612.8404235839844,365.63671875,350.2265625,23016288.0,65173884.0,486223.78125,6264.05859375,1787149699.3095624,,,,,,,,,,,,,,,,,,,,,,,,,,
5.538498670740732,1.2174268922586322,2.2049384174896143,71,90.59240403681522,1612.8404273986816,368.80859375,351.15625,23053785.0,65328870.0,486035.24609375,6264.05859375,1787149714.3090358,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149714.3092866,100.0,72,86.79764152991231,41928294400,89.0,289.878,300.0,96.626,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,23.322,300.0,7.774,210,405,0,0,30
,,,,,,,,,,,,1787149729.3072,100.0,66,86.79764152991231,41928294400,89.0,285.917,300.0,95.30566666666665,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,23.053,300.0,7.684333333333333,210,405,0,0,30
5.532300691602307,1.2174268922586322,2.204565657825937,71,90.59240896501491,1612.8405151367188,370.5234375,351.86328125,23151911.0,65543937.0,486067.13671875,6264.05859375,1787149729.30986,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149744.3074257,96.0,98,86.79764152991231,41928294400,89.0,280.117,300.0,93.37233333333333,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,23.472,300.0,7.824000000000001,210,405,0,0,30
5.546813255199825,1.2174268922586322,2.2042254515576554,71,90.59241003636268,1612.840534210205,372.37109375,353.375,23191228.0,65687865.0,485992.46484375,6264.05859375,1787149744.3098514,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149759.3079123,100.0,71,86.79764152991231,41928294400,89.0,287.396,300.0,95.79866666666668,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,57.0,23.305,300.0,7.768333333333333,210,405,0,0,30
5.54723536156937,1.2174268922586322,2.203857845678208,71,90.59241410748416,1612.8406066894531,374.16015625,354.20703125,23283551.0,65925175.0,485990.29296875,6264.05859375,1787149759.3099031,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149774.307379,100.0,69,86.79764152991231,41928294400,88.0,282.675,300.0,94.22500000000001,1800,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,25.841,300.0,8.613666666666667,210,405,0,0,30
5.548168398850252,1.2174268922586322,2.2034880180587306,71,90.59241903568387,1612.8406944274902,376.53125,354.859375,23375484.0,66154797.0,485985.4921875,6264.05859375,1787149774.3093066,,,,,,,,,,,,,,,,,,,,,,,,,,
5.547602806682426,1.2174268922586322,2.2031550123982746,71,90.59241946422297,1612.8407020568848,378.359375,356.85546875,23416008.0,66288778.0,485988.40234375,6264.05859375,1787149789.3092024,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149789.3091753,100.0,72,86.79764152991231,41928294400,89.0,292.24,300.0,97.41333333333334,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.485,300.0,10.495000000000001,210,405,0,0,30
,,,,,,,,,,,,1787149804.3085377,100.0,74,86.79764152991231,41928294400,89.0,287.807,300.0,95.93566666666668,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.503,300.0,10.501000000000001,210,405,0,0,30
5.522086628480262,1.2174268922586322,2.2027950548202933,71,90.59242460669222,1612.8407936096191,379.46875,357.60546875,23513283.0,66516641.0,486119.69140625,6264.05859375,1787149804.3092978,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149819.3092558,100.0,70,86.79764152991231,41928294400,89.0,290.309,300.0,96.76966666666668,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.937,300.0,7.979,210,405,0,0,30
5.527662835826138,1.2174268922586322,2.2024672198488497,71,90.59242674938774,1612.8408317565918,383.12890625,358.23046875,23552055.0,66656913.0,486091,6264.05859375,1787149819.310151,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149834.3080533,100.0,63,86.79764152991231,41928294400,89.0,288.667,300.0,96.22233333333332,1650,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.373,300.0,7.791,210,405,0,0,30
5.523453159892458,1.2174268922586322,2.2021170694837338,71,90.5924323203961,1612.8409309387207,384.421875,362.96484375,23648778.0,66884628.0,486112.66015625,6264.05859375,1787149834.3104124,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149849.3085284,100.0,72,86.79764152991231,41928294400,89.0,290.27,300.0,96.75666666666666,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.992,300.0,7.664,210,405,0,0,30
5.532163279276969,1.2174268922586322,2.2017936046463693,71,90.59243682005669,1612.8410110473633,386.00390625,363.6328125,23766249.0,67164948.0,486067.84375,6264.05859375,1787149849.3105364,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149864.3080373,100.0,65,86.79764152991231,41928294400,89.0,288.794,300.0,96.26466666666667,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.587,300.0,7.529,210,405,0,0,30
5.525343528345996,1.2174268922586322,2.2014338802130147,71,90.59243746286535,1612.841022491455,387.69921875,364.2265625,23803958.0,67302721.0,486102.93359375,6264.05859375,1787149864.3104656,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149879.3081613,87.0,78,86.79764152991231,41928294400,89.0,280.297,300.0,93.43233333333333,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.878,300.0,7.6259999999999994,210,405,0,0,30
5.521341868860616,1.2174268922586322,2.201115289526897,71,90.59244239106505,1612.8411102294922,390.1328125,365.0390625,23895328.0,67550490.0,486123.5234375,6264.05859375,1787149879.309494,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149894.3080566,100.0,79,86.79764152991231,41928294400,89.0,293.186,300.0,97.72866666666667,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.705,300.0,7.5683333333333325,210,405,0,0,30
5.514431775019613,1.2174268922586322,2.2007748643060854,71,90.59244281960414,1612.8411178588867,392.296875,365.71875,23935020.0,67690888.0,486159.078125,6264.05859375,1787149894.3090463,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149909.3081748,100.0,79,86.79764152991231,41928294400,89.0,283.104,300.0,94.368,1710,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.988,300.0,7.6626666666666665,210,405,0,0,30
5.513234541665706,1.2174268922586322,2.2004364530333977,71,90.59244774780385,1612.8412055969238,394.25390625,366.265625,24035856.0,67932306.0,486165.23828125,6264.05859375,1787149909.3106947,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149924.3075545,100.0,73,86.79764152991231,41928294400,89.0,285.792,300.0,95.264,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.831,300.0,7.610333333333333,210,405,0,0,30
5.516055669847772,1.2174268922586322,2.2001246003094153,71,90.59245267600355,1612.841293334961,396.66015625,366.86328125,24127186.0,68161348.0,486150.72265625,6264.05859375,1787149924.3103385,,,,,,,,,,,,,,,,,,,,,,,,,,
5.514068885011263,1.2174268922586322,2.1997818582374946,71,90.59245310454264,1612.8413009643555,397.99609375,367.43359375,24167196.0,68296993.0,486160.9453125,6264.05859375,1787149939.3078833,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149939.3077934,100.0,73,86.79764152991231,41928294400,89.0,287.127,300.0,95.709,1545,7601,0,0,84,1.0,0,0.032424893635495354,15663104,58.0,25.655,300.0,8.551666666666668,210,405,0,0,30
,,,,,,,,,,,,1787149954.3081644,96.0,72,86.79764152991231,41928294400,89.0,287.343,300.0,95.781,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.223,300.0,10.407666666666666,210,405,0,0,30
5.516113367840732,1.2174268922586322,2.1994738047953057,71,90.5924578184728,1612.8413848876953,400.43359375,368.30078125,24302608.0,68625022.0,486150.42578125,6264.05859375,1787149954.3091586,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149969.3083496,100.0,77,86.79764152991231,41928294400,89.0,288.175,300.0,96.05833333333334,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.546,300.0,10.515333333333334,210,405,0,0,30
5.516431465986126,1.2174268922586322,2.1991304516977714,71,90.592458675551,1612.8414001464844,401.8125,368.8671875,24345870.0,68755541.0,486148.7890625,6264.05859375,1787149969.3104057,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149984.3079522,100.0,69,86.79764152991231,41928294400,89.0,291.264,300.0,97.08800000000001,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.282,300.0,8.094,210,405,0,0,30
5.522991575948783,1.2174268922586322,2.198831867178142,71,90.5924636037507,1612.8414878845215,404.48046875,369.60546875,24443771.0,69003002.0,486115.03515625,6264.05859375,1787149984.3104167,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787149999.3090506,100.0,81,86.79764152991231,41928294400,89.0,288.53,300.0,96.17666666666665,1560,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.384,300.0,7.794666666666666,210,405,0,0,30
5.518140389435489,1.2174268922586322,2.1985023903427576,71,90.59246381802025,1612.8414916992188,406.58203125,375.39453125,24530887.0,69189547.0,486139.99609375,6264.05859375,1787149999.3103583,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150014.3073542,100.0,100,86.79764152991231,41928294400,89.0,281.68,300.0,93.89333333333335,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.158,300.0,7.719333333333333,210,405,0,0,30
5.511473234512209,1.2174268922586322,2.1981989628078633,71,90.59246917475905,1612.8415870666504,409.64453125,376.34375,24631439.0,69448928.0,486174.30078125,6264.05859375,1787150014.3085763,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150029.308266,100.0,78,86.79764152991231,41928294400,89.0,286.896,300.0,95.632,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.709,300.0,7.5696666666666665,210,405,0,0,30
5.510820336170827,1.2174268922586322,2.1978783638424493,71,90.59247367441965,1612.841667175293,410.53125,376.8359375,24727933.0,69670094.0,486177.66015625,6264.05859375,1787150029.3096478,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150044.3069136,100.0,79,86.79764152991231,41928294400,89.0,283.703,300.0,94.56766666666667,1710,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.973,300.0,7.657666666666667,210,405,0,0,30
5.506192349788191,1.2174268922586322,2.1975509358059626,71,90.5924743172283,1612.8416786193848,411.51171875,381.3671875,24766331.0,69808383.0,486201.47265625,6264.05859375,1787150044.3095138,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150059.307656,100.0,71,86.79764152991231,41928294400,89.0,286.466,300.0,95.48866666666666,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.93,300.0,7.6433333333333335,210,405,0,0,30
5.510518180891908,1.2174268922586322,2.197253021672626,71,90.59247945969756,1612.8417701721191,414.0546875,381.984375,24862271.0,70054497.0,486179.21484375,6264.05859375,1787150059.3097968,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150074.3099618,100.0,67,86.79764152991231,41928294400,89.0,290.266,300.0,96.75533333333334,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.035,300.0,7.678333333333333,210,405,0,0,30
5.501991784063925,1.2174268922586322,2.196929529986547,71,90.59247988823665,1612.8417778015137,415.6796875,382.80078125,24901249.0,70197302.0,486223.0859375,6264.05859375,1787150074.3114178,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150089.3080223,95.0,70,86.79764152991231,41928294400,89.0,288.377,300.0,96.12566666666666,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.278,300.0,7.759333333333333,210,405,0,0,30
5.497632548859021,1.2174268922586322,2.1966406299622716,71,90.5924846021668,1612.8418617248535,418.12109375,383.44140625,24995513.0,70458575.0,486245.515625,6264.05859375,1787150089.3102362,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150104.307828,100.0,79,86.79764152991231,41928294400,89.0,290.678,300.0,96.89266666666666,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,26.613,300.0,8.871,210,405,0,0,30
5.506253084517622,1.2174268922586322,2.1963216899867715,71,90.5924895303665,1612.8419494628906,420.203125,384.05078125,25089172.0,70679411.0,486201.16015625,6264.05859375,1787150104.3084488,,,,,,,,,,,,,,,,,,,,,,,,,,
5.507114758491423,1.2174268922586322,2.1960454984518663,71,90.59249188733158,1612.8419914245605,422.5859375,388.23046875,25130926.0,70836744.0,486196.7265625,6264.05859375,1787150119.3092089,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150119.3092034,100.0,73,86.79764152991231,41928294400,89.0,289.703,300.0,96.56766666666667,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.876,300.0,10.625333333333334,210,405,0,0,30
,,,,,,,,,,,,1787150134.3092613,100.0,78,86.79764152991231,41928294400,89.0,288.826,300.0,96.27533333333335,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.768,300.0,7.922666666666666,210,405,0,0,30
5.512336426854246,1.2174268922586322,2.195726102162269,71,90.59249660126171,1612.8420753479004,424.05078125,388.82421875,25224843.0,71066919.0,486169.859375,6264.05859375,1787150134.3097036,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150149.3079326,100.0,100,86.79764152991231,41928294400,89.0,277.211,300.0,92.40366666666667,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.474,300.0,8.158,210,405,0,0,30
5.514799220132669,1.2174268922586322,2.1954354882981852,71,90.59249681553128,1612.8420791625977,427.609375,389.375,25278412.0,71227393.0,486157.1875,6264.05859375,1787150149.3102934,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150164.3092732,100.0,74,86.79764152991231,41928294400,88.0,288.15,300.0,96.05,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.347,300.0,7.782333333333334,210,405,0,0,30
5.519988243578424,1.2174268922586322,2.195128919398865,71,90.59250688620023,1612.8422584533691,429.66796875,391.3125,25373595.0,71467194.0,486130.48828125,6264.05859375,1787150164.310326,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150179.3077102,100.0,79,86.79764152991231,41928294400,88.0,287.715,300.0,95.905,1800,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.022,300.0,7.673999999999999,210,405,0,0,30
5.5205454847209525,1.2174268922586322,2.194824479560658,71,90.59250731473932,1612.8422660827637,430.73046875,391.80078125,25414275.0,71598226.0,486127.62109375,6264.05859375,1787150179.3087628,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150194.308064,100.0,72,86.79764152991231,41928294400,89.0,285.117,300.0,95.039,1470,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,22.863,300.0,7.621,210,405,0,0,30
5.518809230643346,1.2174268922586322,2.194548564060326,71,90.59251202866947,1612.8423500061035,433.38671875,393.828125,25507876.0,71837705.0,486136.5546875,6264.05859375,1787150194.3110833,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150209.3082845,100.0,79,86.79764152991231,41928294400,89.0,290.508,300.0,96.83599999999998,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.003,300.0,7.667666666666667,210,405,0,0,30
5.506035957859907,1.2174268922586322,2.1942435169945487,71,90.59251674259961,1612.8424339294434,435.08984375,394.28125,25608542.0,72073620.0,486202.27734375,6264.05859375,1787150209.3105865,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150224.3074193,100.0,72,86.79764152991231,41928294400,89.0,286.858,300.0,95.61933333333333,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.14,300.0,7.713333333333333,210,405,0,0,30
5.509290580173285,1.2174268922586322,2.193976292046355,71,90.59251738540827,1612.8424453735352,437.94140625,394.93359375,25646742.0,72247065.0,486185.53125,6264.05859375,1787150224.31004,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150239.3079283,100.0,68,86.79764152991231,41928294400,89.0,287.564,300.0,95.85466666666667,1485,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.231,300.0,7.743666666666667,210,405,0,0,30
5.512844321029112,1.2174268922586322,2.193679001709007,71,90.59252209933842,1612.842529296875,439.5546875,395.51953125,25737677.0,72484458.0,486167.24609375,6264.05859375,1787150239.3093755,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150254.3089416,100.0,70,86.79764152991231,41928294400,89.0,290.906,300.0,96.96866666666666,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.922,300.0,7.974,210,405,0,0,30
5.506080749722861,1.2174268922586322,2.193406149891577,71,90.59252252787753,1612.8425369262695,440.953125,396.20703125,25777103.0,72631885.0,486202.046875,6264.05859375,1787150254.3107948,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150269.3083513,100.0,81,86.79764152991231,41928294400,89.0,291.707,300.0,97.23566666666666,1500,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.009,300.0,10.336333333333334,210,405,0,0,30
5.506648619443041,1.2174268922586322,2.1931128275632625,71,90.59252767034678,1612.842628479004,442.67578125,396.79296875,25878126.0,72890541.0,486199.125,6264.05859375,1787150269.3106554,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150284.307865,100.0,100,86.79764152991231,41928294400,89.0,282.384,300.0,94.128,1515,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,31.731,300.0,10.577,210,405,0,0,30
5.522571747131591,1.2174268922586322,2.1928435430432596,71,90.5925298130423,1612.8426666259766,443.859375,397.27734375,25968833.0,73451225.0,486117.1953125,6264.05859375,1787150284.3091936,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150299.3080633,100.0,77,86.79764152991231,41928294400,89.0,289.395,300.0,96.46499999999999,1530,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,23.978,300.0,7.9926666666666675,210,405,0,0,30
5.520282047832046,1.2174268922586322,2.19254511834036,71,90.5925302415814,1612.842674255371,446.765625,398.1015625,26009935.0,73630137.0,486128.9765625,6264.05859375,1787150299.3105416,,,,,,,,,,,,,,,,,,,,,,,,,,
5.517087401063979,1.2174268922586322,2.192261818898151,71,90.5925351697811,1612.8427619934082,448.64453125,398.8671875,26107221.0,73893758.0,486145.4140625,6264.05859375,1787150314.310315,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,1787150314.3105018,100.0,79,86.79764152991231,41928294400,88.0,286.886,300.0,95.62866666666667,1725,7601,0,0,84,0.0,0,0.032424893635495354,15663104,58.0,24.664,300.0,8.221333333333334,210,405,0,0,30
